Article,Articles référencés
0005085,"['0001084', '0001201', '0002117', '0002211', '0002237', '0003031', '0003220', '0003278', '0004015', '0005036', '9909062', '9911116', '9912249']"
0005086,"['0005044', '9304057', '9512143', '9609192', '9611184', '9612203', '9705007', '9706119', '9804153', '9805152', '9805199', '9811180']"
0005087,"['0001055', '0001103', '0001200', '0002186', '0003037', '0003136', '0004141', '0005029', '9408074', '9503121', '9506098', '9510101', '9603167', '9605033', '9606040', '9609017', '9610043', '9701078', '9703030', '9710230', '9711162', '9711200', '9802109', '9802150', '9804085', '9805112', '9805170', '9807235', '9810126', '9810188', '9810201', '9902059', '9903031', '9904017', '9904104', '9905104', '9906011', '9908142', '9909089', '9910053', '9910170', '9910250', '9912072', '9912279']"
0005088,"['0001184', '0004087', '9311055', '9404140', '9406208', '9407087', '9408099', '9503163', '9505062', '9505070', '9509066', '9511154', '9603042', '9606136', '9608039', '9705181', '9706109', '9706145', '9707244', '9801082', '9807218', '9906243', '9909015']"
0005089,"['9208041', '9209094', '9301001', '9308094', '9401045', '9409030', '9409089', '9706173', '9802109', '9802150', '9907031']"
0005090,"['0002023', '0002027', '0002073', '9510169', '9510209', '9603142', '9604119', '9609122', '9610234', '9712130', '9803194', '9805019', '9805170', '9810188', '9811021', '9903031', '9907041', '9907189', '9912086', '9912279']"
0005091,"['0002027', '0002073', '0005090', '9510209', '9603142', '9609122', '9610234', '9710230', '9712130', '9810188', '9907140', '9907189', '9912086', '9912279']"
0005092,"['9312059', '9405110']"
0005093,"['0002150', '9206016', '9508143', '9510134', '9511053', '9603009', '9607201', '9704011', '9704170', '9708147', '9709013', '9710116', '9710119', '9711094', '9711130', '9712050', '9712070', '9712211', '9801141', '9801205', '9802033', '9803127', '9804139', '9804160', '9804164', '9804174', '9804210', '9805031', '9805180', '9807139', '9911090']"
0005094,"['0002106', '0003032', '0003179', '9711200', '9802109', '9802150', '9809057', '9910256', '9912018']"
0005095,"['0001032', '9501068', '9512062', '9611233', '9706090', '9708076', '9711162', '9711165', '9712201', '9712206', '9801147', '9802052', '9803031', '9803044', '9803166', '9803209', '9804120', '9806099', '9810116', '9810219', '9903205', '9904064', '9906192', '9907166', '9907211', '9908019', '9908056', '9908142', '9909051']"
0005096,"['9212110', '9212129', '9303082', '9305032', '9312214', '9402093', '9412084', '9804122', '9901061', '9905057', '9907119']"
0005097,"['9504061', '9706180', '9901116', '9902109']"
0005098,"['0001010', '0003136', '9408074', '9511222', '9607164', '9612143', '9706225', '9707118', '9711200', '9802109', '9802150', '9805096', '9805112', '9806103', '9806146', '9806159', '9807127', '9807179', '9808014', '9810195', '9901134', '9902034', '9902129', '9904124', '9905111', '9905156', '9907022', '9908005', '9910053', '9910086']"
0005099,"['0004130', '9506035', '9701125', '9702087', '9711205', '9801127', '9810070', '9901073', '9902081', '9906244', '9910171']"
0005100,"['9312169', '9411009', '9507010', '9610003', '9611071', '9712121', '9909104', '9911216']"
0005101,"['0002020', '0002090', '0002194', '0003231', '9708147', '9908142', '9909139', '9909202', '9910135', '9910196']"
0005102,"['9802030', '9803084', '9803121', '9803156', '9803210', '9804106', '9805012', '9805167']"
0005103,"['0003025', '0005090', '9406032', '9810188', '9912086', '9912279']"
0005105,"['0002211', '0002223', '9310126', '9410052', '9510169', '9511030', '9601038', '9602052', '9604198', '9611050', '9612080', '9701139', '9702201', '9710230', '9803194', '9805019', '9805170', '9810188', '9812135', '9904207', '9905111', '9905159', '9906142', '9907038', '9908144', '9909062', '9911095', '9912249']"
0005106,"['0005003', '9701061', '9802109', '9802150', '9803131', '9804085', '9805207', '9806087', '9809021', '9811203', '9812206', '9902121', '9903065', '9905111', '9911110']"
0005107,"['9511090', '9710241', '9805015', '9810107', '9909043', '9911111']"
0005108,"['9301052', '9404071', '9601029', '9607235', '9710217', '9712251', '9812013', '9812056', '9906064']"
0005109,['9311055']
0005110,"['0002154', '0003120', '0003243', '9711200', '9802150', '9905179']"
0005111,"['0001035', '0002169', '0002211', '0004025', '0004122', '0004194', '0005003', '9603126', '9608096', '9610043', '9612115', '9701025', '9702187', '9703030', '9703218', '9704018', '9704041', '9704080', '9704125', '9704158', '9708120', '9708129', '9709029', '9709107', '9710016', '9710231', '9711100', '9712061', '9712072', '9712186', '9802164', '9804121', '9806115', '9807066', '9807232', '9812119', '9812196', '9901093', '9903246', '9905043', '9905087', '9906200', '9906242', '9907144', '9908036', '9910079', '9911116', '9912103', '9912104', '9912161', '9912249', '9912275']"
0005112,"['9908027', '9911128', '9912263']"
0005113,"['0005040', '0005048', '9205016', '9207016', '9401139', '9607201', '9611050', '9711162', '9711165', '9802051', '9803031', '9803044', '9810116', '9812219', '9903205', '9906161', '9908142', '9909176', '9911200']"
0005114,"['0001044', '0001084', '0002117', '0002211', '0003031', '0003124', '0003220', '0004015', '0005006', '0005029', '0005031', '0005036', '9403040', '9511194', '9604091', '9701137', '9712230', '9805019', '9805170', '9806155', '9808141', '9809111', '9810188', '9812031', '9812135', '9901014', '9902105', '9903123', '9904207', '9905157', '9905195', '9906109', '9908060', '9909062', '9910249', '9911116', '9912249']"
0005115,"['0001041', '0002066', '9302047', '9307049', '9510053', '9703196', '9708042', '9805015', '9806087', '9810126', '9903059', '9904017', '9905005', '9906167', '9908014', '9910117']"
0005116,"['0001197', '0001206', '0002042', '0002121', '0003248', '9906064', '9911218']"
0005117,"['0001056', '0002009', '0003006', '9412184', '9505186', '9508143', '9510209', '9512219', '9602049', '9603116', '9607185', '9607201', '9608117', '9610043', '9612121', '9706194', '9711200', '9807127']"
0005119,"['0001184', '0005088', '9311055', '9408099', '9503163', '9710222', '9807218', '9909015']"
0005120,"['9205012', '9307013', '9409043', '9411091', '9412152', '9412222', '9508139', '9509021', '9605053', '9606108', '9606122', '9609122', '9610102', '9612188', '9701023', '9705131', '9709146', '9802139', '9809056', '9906070', '9911011', '9912181']"
0005121,"['0001112', '0001133', '0001208', '0003256', '9505062', '9510209', '9511154', '9602082', '9603142', '9608047', '9608195', '9610076', '9610238', '9611204', '9701162', '9702166', '9802202', '9803142', '9803224', '9803235', '9804210', '9805220', '9806051', '9808101', '9811168', '9901009', '9901017', '9902071', '9904054', '9906064', '9912208']"
0005122,"['0004032', '9303112', '9405029', '9409139', '9507046', '9511072', '9711170', '9803221']"
0005123,"['0005026', '9512059', '9610043', '9704165', '9707200', '9707246', '9710215', '9711162', '9812219', '9906161', '9906192', '9907055', '9908141', '9908142', '9912274']"
0005124,"['0002214', '0004070', '9210127', '9501020', '9505162', '9511030', '9601036', '9601037', '9601038', '9602097', '9605011', '9605184', '9607193', '9608012', '9608034', '9703076', '9708062', '9709062', '9807067', '9808024', '9901117', '9901123', '9904151']"
0005125,"['0004158', '9603029', '9702035', '9707185', '9709109', '9710205', '9801024', '9803063', '9803133', '9805153', '9810167', '9904045', '9906129', '9909011', '9911242']"
0005126,"['0001068', '0002084', '9608177', '9809121', '9811232', '9812051', '9908105', '9908142']"
0005127,"['0001002', '0001122', '0001159', '0001192', '0001197', '0001206', '0002042', '0002147', '0003052', '0003067', '0003148', '0003286', '0004005', '0004097', '0004125', '0004133', '0005028', '9804083', '9810008', '9812017', '9902184', '9903225', '9905200', '9905210', '9906064', '9907209', '9909053', '9909058', '9909130', '9909134', '9910219', '9912118', '9912287']"
0005128,"['9212070', '9303139', '9306153', '9309012', '9312212', '9402052', '9407091', '9407167', '9410214', '9601139', '9602007', '9605140', '9605175', '9606144', '9609214', '9706182']"
0005129,"['0002067', '0002075', '0002186', '0003113', '0003145', '0003180', '0003215', '0004013', '0004183', '0005015', '0005040', '0005046', '0005048', '0005073', '9504090', '9504145', '9711112', '9711162', '9711165', '9908142', '9912072', '9912167']"
0005130,"['0005037', '9206114', '9207017', '9207061', '9212086', '9402002', '9402032', '9407087', '9408074', '9408099', '9412127', '9503002', '9507001', '9510050', '9511104', '9512105', '9604063', '9606032', '9607154', '9610059', '9705243', '9810006', '9810026', '9905026', '9909118', '9912283']"
0005131,['9511219']
0005132,"['0002164', '0003074', '0005041', '9206026', '9709180', '9809182', '9810155', '9911051']"
0005133,"['9302051', '9312080', '9412018', '9501048', '9501122', '9503023', '9505061', '9505157', '9508082', '9602089', '9608070', '9608071', '9608192', '9609194', '9701018', '9707083', '9708152', '9710048', '9802074', '9803094', '9806168', '9809081', '9811015', '9812060']"
0005134,"['0003120', '0005110', '9711200', '9802150', '9905178', '9905179', '9912008']"
0005135,"['0001138', '0001178', '0003051', '0003096', '9412147', '9509140', '9611074', '9711200', '9712117', '9802109', '9802150', '9803068', '9803171', '9808162', '9811047', '9811172', '9812067', '9812133', '9901144', '9905085', '9906188', '9907088', '9908160', '9908163', '9910110', '9910150', '9911222', '9912007']"
0005136,"['0002008', '9711200', '9802047', '9802109', '9802150', '9808190', '9810231', '9906217', '9908005', '9908208', '9910096']"
0005137,"['0001065', '0002056', '0002099', '0003103', '0003286', '0004063', '0004148', '0004201', '9711200', '9802109', '9807137', '9811120', '9902208', '9903214', '9905096', '9905148', '9906168', '9906194', '9906221', '9908116', '9909041', '9909121', '9909203', '9910252', '9911180', '9911238', '9912132']"
0005138,"['0001213', '0002158', '0004147', '9711162', '9802068', '9805034', '9807108', '9810219', '9908019', '9908142', '9910004', '9911041']"
0005139,"['0001126', '0001209', '0003052', '0004005', '0004097', '0004126', '9806022', '9809195', '9902071', '9905012', '9905210', '9909053', '9910219', '9911181']"
0005140,"['9504153', '9504154', '9805040', '9811111', '9902013']"
0005141,['9503161']
0005142,"['9609102', '9812219', '9906161', '9906192', '9908142', '9911085', '9911140', '9911179']"
0005143,"['0003295', '9711200', '9802109', '9802150', '9902170', '9904197', '9909056', '9910082']"
0005144,"['9303160', '9307183', '9309076', '9309159', '9402039', '9407010', '9507083', '9605020', '9606050', '9609153', '9810018', '9811239', '9910156']"
0005145,"['0002016', '0003280', '0004194', '9503124', '9504081', '9510017', '9510135', '9610043', '9611042', '9611202', '9701025', '9702187', '9702203', '9703030', '9703218', '9704080', '9707214', '9707228', '9709107', '9709220', '9710009', '9710178', '9711078', '9711162', '9711200', '9712185', '9801182', '9802109', '9804076', '9804121', '9805028', '9805071', '9806176', '9807060', '9807232', '9812120', '9812239', '9901093', '9901146', '9902059', '9902098', '9903210', '9904095', '9904133', '9905004', '9905087', '9905092', '9905174', '9907099', '9907211', '9908142', '9909081', '9909227', '9910052', '9910053', '9910145', '9911136', '9911153']"
0005146,"['0002242', '0004017', '9207016', '9409021', '9512061', '9601029', '9703031', '9706207', '9707021', '9711200', '9802186', '9805121', '9905111', '9907191', '9908044', '9911066']"
0005147,"['0003121', '0003208', '0003223', '0004076', '9308091', '9610043', '9611103', '9612115', '9701139', '9703030', '9703038', '9703078', '9703218', '9704017', '9704041', '9704158', '9705055', '9707162', '9708029', '9708039', '9711073', '9801051', '9801084', '9802082', '9802085', '9802164', '9803088', '9803117', '9804199', '9805212', '9811220', '9902113', '9903037', '9903165', '9903216', '9908038', '9911170']"
0005148,"['0001199', '0003037', '0003173', '0003187', '0004072', '0004141', '9609112', '9612143', '9805006', '9812193', '9904145', '9906013', '9908142', '9909163', '9910067', '9912174']"
0005149,"['9608160', '9902084']"
0005150,['9911025']
0005151,"['0001178', '0003051', '0004086', '0004195', '0005135', '9201020', '9408062', '9412147', '9509140', '9607060', '9611075', '9706097', '9708025', '9711161', '9711200', '9712117', '9802109', '9802150', '9803051', '9803053', '9803068', '9803077', '9803109', '9803131', '9803171', '9806042', '9806100', '9807150', '9808100', '9810226', '9810227', '9811056', '9812067', '9901144', '9901149', '9902170', '9905111', '9905134', '9906188', '9907088', '9908160', '9908163', '9910016', '9910110', '9911222', '9912007', '9912168']"
0005152,"['0001053', '0001063', '0001180', '0003036', '0005065', '0006070', '9403141', '9506136', '9711200', '9712256', '9712258', '9802109', '9804035', '9804058', '9806194', '9811090', '9812046', '9903219', '9903224', '9905130', '9906215', '9907087', '9908189', '9909110', '9909149', '9911039']"
0005153,"['0001049', '0001066', '0001084', '0001143', '0002117', '0002211', '0002223', '0002237', '0003033', '0003124', '9409188', '9604091', '9710230', '9711124', '9711131', '9803194', '9805019', '9805170', '9806155', '9807138', '9807235', '9808141', '9810188', '9812031', '9812135', '9901014', '9901042', '9901159', '9902160', '9903031', '9903123', '9904207', '9905006', '9906242', '9908060', '9908144', '9909062', '9910109', '9910217', '9910249', '9911116', '9912090', '9912249']"
0005154,"['0105042', '9812101', '9904107', '9909123', '9912020']"
0005155,"['0003048', '9908157']"
0005156,"['0002171', '0002210', '0004062', '9610043', '9612115', '9707162', '9711162']"
0005157,"['0003208', '9612115', '9705128', '9802082', '9802085', '9804119', '9811220']"
0005158,"['0001151', '9309154', '9412128', '9509037', '9511209', '9603010', '9606068', '9607177', '9611238', '9703190', '9806090', '9807236', '9810046', '9909065']"
0005159,"['0001203', '0003037', '0003187', '0004072', '0004141', '0005005', '0005148', '9611233', '9710153', '9711162', '9711165', '9712105', '9801147', '9801195', '9803067', '9803166', '9810072', '9810099', '9812143', '9812219', '9903205', '9904133', '9906192', '9907100', '9907183', '9908040', '9908056', '9908142', '9908152', '9911153']"
0005160,"['0002244', '0004068', '9407087', '9506052', '9508156', '9512059', '9604003', '9607163', '9608079', '9608105', '9608163', '9611230', '9703030', '9703228', '9707042', '9709062', '9710098', '9803065', '9803148', '9902111', '9903256', '9906018', '9909229', '9910238', '9911113', '9911161']"
0005161,"['9201067', '9304065', '9310130', '9503070', '9506136', '9509007', '9611238', '9702190', '9707159', '9709034', '9906010']"
0005162,"['0001002', '0001033', '0001145', '0001159', '0001197', '0001206', '0003067', '0003072', '0003147', '0003236', '0004014', '0004103', '0004165', '9306057', '9411131', '9510209', '9511080', '9601150', '9601151', '9602022', '9602070', '9603142', '9803235', '9805157', '9809147', '9905115', '9905221', '9906064', '9906182', '9907164', '9909058', '9909199', '9910093', '9910132', '9911015', '9911083', '9911161', '9912012', '9912018', '9912156']"
